,neither,hate,offensive,cw_tweet,hate_score,offensive_score,neither_score,POS,NEG,ANG,nw
3993,0.0,0.0,1.0,@moniierozay shit sorry hoe,0.6205207389900538,0.7310558415191529,0.41177202669703855,0.0,0.0,0.0,4
19860,0.0,0.0,1.0,rt @prettykells 8220;@100046729 fucked bitch fw talk hoes claim fw funny.&#8221;&#8252;&#65039;&#8252;&#65039;&#8230,0.7411652311024595,0.791067617344347,0.5943760988358631,0.0,0.0,0.0,11
8667,0.0,0.0,1.0,dawg fuck happened worried bout bitches fashion missing action,0.7632708618391344,0.7160948391963818,0.7205891741388045,0.0,0.2222222222222222,0.1111111111111111,9
8382,0.0,0.0,1.0,carl try eat pussy big ass nose fucking shit,0.713599409863685,0.8126878822493198,0.5466506901724748,0.1111111111111111,0.0,0.0,9
10792,0.0,0.0,1.0,need change m retarded fuck,0.4575852086803917,0.4852107073542219,0.42798302456459714,0.0,0.0,0.0,5
20328,0.0,0.0,1.0,rt @wizkhalifa currently taking ur bitches brain creativity wierdness,0.6076345590959148,0.5567993618152269,0.6593532051393944,0.0,0.0,0.0,9
12946,0.0,0.0,1.0,ralph lauren jacket comes tomorrow m giving free hugs bitches know high quality fabric feels like,0.6540129631991609,0.6532191424501654,0.7387699880200679,0.0,0.0,0.0,16
1415,0.0,0.0,1.0,8220;@mick_peddicord8 water polo fucking hard respect&#8221 yeah pussy,0.6655206496161434,0.687373628490846,0.6145739771452752,0.0,0.0,0.0,8
1672,0.0,0.0,1.0,8220;@__tharealist shawty wanna charge pussy like whoa now&#128561;&#8221 turnt cash use fuck free,0.7268075820785245,0.7433568303432052,0.6978807368773322,0.0,0.0,0.0,13
19188,0.0,0.0,1.0,rt @imikedunn bitches think bad bitch tell rhonda rousey,0.7505339227745259,0.8242440233348562,0.5973815577476107,0.0,0.1111111111111111,0.1111111111111111,9
14113,0.0,0.0,1.0,rt @adogg_34 @viva_based stealing car fuckin yo bitch,0.6033501064688085,0.6943267532580084,0.44629773925804644,0.0,0.125,0.125,8
19672,0.0,0.0,1.0,rt @michellemalkin good morning sunshine rt @miembrotropa @michellemalkin dirty bitch,0.7051610721601739,0.7735484423131181,0.6737645348255203,0.1,0.1,0.0,10
298,0.0,0.0,1.0,@_iwantfranny hoe,0.23474649380847493,0.2874384341872221,0.14679430863550655,0.0,0.0,0.0,2
9592,0.0,0.0,1.0,guys days act like care pussy easy thing matters 128079;&#128079;&#128079,0.7665474829968998,0.7480947538519882,0.773686605770761,0.0,0.0,0.0,10
18914,0.0,0.0,1.0,rt @dreaf 8220;@voiceofdstreetz ross got amber rose naked hoes ai loyal wiz&#8221 ai amber rose tho,0.531758611030946,0.6164877866999323,0.4212556406410405,0.0625,0.0,0.0,16
24544,0.0,0.0,1.0,hoes ai loyal n niggas ai fuck ah bitch ah bird,0.5022715980158392,0.6277780692737298,0.270867998611398,0.09090909090909091,0.0,0.0,11
7855,0.0,0.0,1.0,autocorrect makes life change hoes life duck,0.5931998978050155,0.5375637566872633,0.6686604842822534,0.0,0.0,0.0,7
17579,0.0,0.0,1.0,rt @teamboosieboo officer drunk driving swerving hoes,0.5586998629438952,0.4902833281022667,0.5503327526719678,0.0,0.0,0.0,7
4501,0.0,0.0,1.0,"@realpimpinken pimpinkendotnet sell bitch pussy til drip drop wet vet pet 

 hey bitch",0.5713938042206829,0.6846304148449737,0.46405414064404743,0.0,0.0,0.0,13
6245,0.0,0.0,1.0,@jennahnorberg retarded lol jk,0.3848698279951855,0.40924977523393746,0.2509798820618671,0.0,0.25,0.0,4
22240,0.0,0.0,1.0,pretty bitches got sore throat voice red bones turnoff,0.7068302912107786,0.7219280042643418,0.7037655348788906,0.1111111111111111,0.1111111111111111,0.1111111111111111,9
1074,0.0,0.0,1.0,8220;@239rell got paid 2million dollars eat nugget shit u eat it?&#8221 smash bitch,0.6459249246286971,0.7471245461062684,0.5245582067371972,0.23076923076923078,0.07692307692307693,0.07692307692307693,13
19200,0.0,0.0,1.0,rt @ispeakcomedy stay home school look clock yeah bitches math right,0.679267960834746,0.674037582939631,0.7500675249368027,0.0,0.09090909090909091,0.09090909090909091,11
7755,0.0,0.0,1.0,class literally sitting bus dad bitch,0.6351525631559058,0.6193136472857672,0.6005376378924148,0.0,0.0,0.0,6
22406,0.0,0.0,1.0,dollar menu amp spectate mall buying bitch cause shit want,0.7216880198055194,0.7311622396360684,0.733604195280792,0.0,0.0,0.0,10
20906,0.0,0.0,1.0,smile hoes hate,0.5791380231595813,0.6363302586228577,0.45644785073057254,0.0,0.3333333333333333,0.3333333333333333,3
1637,0.0,0.0,1.0,8220;@_cocakoula oomf fake bitch ass nigga point blank period smh&#8221 awwww shittttttt,0.7198854430961746,0.7356968227882675,0.5703274755852591,0.0,0.08333333333333333,0.0,12
24234,0.0,0.0,1.0,"little sisters kik thot ass thot 
 sister freak hoes",0.6980538878570473,0.7546183194284335,0.5506434945703971,0.0,0.0,0.0,9
7664,0.0,0.0,1.0,pussies losers niggas winnin,0.4626623457332394,0.49879779266690133,0.3034480371641438,0.0,0.0,0.0,4
20305,0.0,0.0,1.0,rt @waymoflydenu y' hoes hurry single mothers,0.3926918775477302,0.40119917751772627,0.3864301251510261,0.0,0.0,0.0,7
5411,0.0,0.0,1.0,@_littlepuffin hoe,0.23474649380847493,0.2874384341872221,0.14679430863550655,0.0,0.0,0.0,2
21591,0.0,0.0,1.0,nerve nicca step crispy ass shoes wit dusty ass timbs,0.6052254999902442,0.7082075615435688,0.47577856534081686,0.0,0.0,0.0,10
8059,0.0,0.0,1.0,bitches like got hoes like duhh tryna em 128514;&#128514 nbs,0.7238394279088356,0.810842878718849,0.6462299214571289,0.0,0.0,0.0,10
19728,0.0,0.0,1.0,rt @nandotrash tell girl calm act like kicked pussy,0.7505190587770938,0.7787483178562244,0.653523720271721,0.1111111111111111,0.1111111111111111,0.1111111111111111,9
5657,0.0,0.0,1.0,@brianholmes2700 bitch,0.5281434473385898,0.6495259019508495,0.27962286440931156,0.0,0.0,0.0,2
1809,0.0,0.0,1.0,8220;@joytooawesome think hoe pressed shit 128533;&#8221;righttt times asked be??ok,0.7778977020391106,0.7533468707157303,0.7411227185754294,0.0,0.0,0.0,9
9285,0.0,0.0,1.0,fuck hoes got award,0.5545536695532673,0.6406018960974291,0.47516300958347146,0.0,0.0,0.0,4
19282,0.0,0.0,1.0,rt @itsmeekmill unloyal girls turn good guys assholes unloyal guys turn good women bitches,0.8022306212263608,0.7949952327715308,0.753880768576115,0.14285714285714285,0.0,0.0,14
24444,0.0,0.0,1.0,y ordering lunch work delivered n like ppl goin n n wit card n ho gon na,0.4685413486890204,0.5311028805157038,0.4461061793716419,0.0,0.0,0.0,17
7121,0.0,0.0,1.0,@tay_waldon onlife yal niggas funny man lol lonnie suppose bitch band smh,0.7080891009750175,0.7301901353581216,0.544319417053296,0.0,0.0,0.0,12
5607,0.0,0.0,1.0,@bigdickdoane positive thoughts nig nog,0.4836679891938046,0.3832621450677215,0.5723907406024433,0.0,0.0,0.0,5
10918,0.0,0.0,1.0,swear bitches looney like pic amp fucking bitch&#128514;&#128514;&#128514,0.7794576077793676,0.823728399766705,0.6758031240535819,0.125,0.125,0.125,8
2647,0.0,0.0,1.0,@bombfantasyyy @angela_mastr lmao angela look like damn potato bitch talkin,0.798559128997493,0.8624685409614312,0.6858177730865189,0.0,0.1,0.1,10
24571,0.0,0.0,1.0,bitch think care talents,0.6408847085395271,0.6460957265956512,0.6106893758759112,0.0,0.0,0.0,4
15477,0.0,0.0,1.0,rt @hiimanasshole @dustine82394 @victoria_finae @jammer9hunna @scary_jumanji8 low key miss bitches&#128517,0.290719355863502,0.288597469134928,0.40019450022854913,0.0,0.0,0.0,10
13063,0.0,0.0,1.0,main bitch called tell missed 10084;&#65039;&#128536 super cute love boo @morgaanita,0.7059384230862159,0.7257869422868807,0.6852374442462671,0.18181818181818182,0.0,0.0,11
3357,0.0,0.0,1.0,@heavensway 2nd time faggot,0.2558195080655568,0.2320846674101446,0.31187798127726307,0.0,0.0,0.0,4
15935,0.0,0.0,1.0,rt @kmurder1000 suppose ride you&#128107 got bitches ina seat 128109;&#128111;&#128581,0.6306881097425067,0.7063459510868259,0.6129405160543222,0.0,0.0,0.0,10
4892,0.0,0.0,1.0,@thatboyado fuckin pussy haha,0.6108003649361584,0.7200348377790127,0.3750831209906401,0.0,0.0,0.0,4
22515,0.0,0.0,1.0,hire bitches,0.4565786517208494,0.4614334560846068,0.40452104990071647,0.5,0.0,0.0,2
15677,0.0,0.0,1.0,rt @itsnotharold noticed bitches hair reach shoulders talk shit,0.7787600381659895,0.8027745348376805,0.7465373865099206,0.0,0.0,0.0,9
10456,0.0,0.0,1.0,hate hoes looking nice nshit hair nails kids look like barely survived tornado,0.7813833678190806,0.7857010913107456,0.7980106484951874,0.0,0.07692307692307693,0.07692307692307693,13
18939,0.0,0.0,1.0,rt @dylanhornick @felferrara amp @_tiffanycarter rivvv tn bailing pussies,0.4845746022606693,0.5027461094060346,0.4856756509211108,0.0,0.0,0.0,9
1858,0.0,0.0,1.0,"8220;@missyf922 birthday yesssss!!!!!&#8221 

 obviously cares bitch",0.6698158802595366,0.7220505356425856,0.5726285882090429,0.0,0.0,0.0,6
18403,0.0,0.0,1.0,rt @___bria hate bitch acts like single need man ass,0.8589419410269309,0.8559474171655894,0.706942751955637,0.0,0.0,0.0,10
2068,0.0,0.0,1.0,m kill pussy straight murder shit m eat eat eat 1043291;&#1040788 lick till slaps aye 1041237;&#1041191,0.4996098606443197,0.5686936518262459,0.3980407651915282,0.1875,0.0625,0.0,16
20913,0.0,0.0,1.0,smokin loud yo ass panicking wwn hoes start vanishing,0.7246550542343164,0.785963578435948,0.5916004593695291,0.0,0.1111111111111111,0.0,9
13953,0.0,0.0,1.0,weights rack bitch smdh lol dick chaney http://t.co/pthwskjhdy,0.5990436785331792,0.6805854712179898,0.4780010811516155,0.0,0.125,0.0,8
14168,0.0,0.0,1.0,rt @amazing_trey3 m wasting time going cut bitch faster blink,0.5967242843354634,0.6227269343900594,0.6357647723860632,0.0,0.1,0.0,10
7439,0.0,0.0,1.0,hunned hunneds nicca letsgetit,0.0,0.0,0.0,0.0,0.0,0.0,4
11382,0.0,0.0,1.0,sick hoes oml,0.47185070779504384,0.5297715161532084,0.3354495491086726,0.0,0.3333333333333333,0.0,3
9173,0.0,0.0,1.0,frankie twat bb16,0.36421214727050033,0.45652599534156735,0.13568150839202345,0.0,0.0,0.0,3
11036,0.0,0.0,1.0,want paint faggot wo paint,0.5019612953460317,0.5556667163244844,0.44332278994051094,0.0,0.0,0.0,5
5453,0.0,0.0,1.0,@_xxsarafina haha hoe hard rt,0.5565612316363705,0.5918441161622134,0.5298746161790254,0.0,0.0,0.0,5
8513,0.0,0.0,1.0,commentators bitch bird sliding port guys buddy buddy fault,0.7517813155350479,0.7396677391123937,0.7346599488341768,0.0,0.2222222222222222,0.1111111111111111,9
18494,0.0,0.0,1.0,rt @_tellmeboutlove swear bitches think highschool,0.8173369703163198,0.8348513527462739,0.7293968868939072,0.16666666666666666,0.0,0.0,6
14029,0.0,0.0,1.0,rt @44binko @breadtruckkbri 128514;&#128514;&#128514 knwin heard dat hoe changed,0.5218702504531232,0.5332211489255024,0.47914498528031657,0.0,0.0,0.0,9
15942,0.0,0.0,1.0,rt @kailscooper single ladies vs cuffed hoes 128131;&#128141,0.2501811944948922,0.2551520084977958,0.29514753053095794,0.0,0.0,0.0,8
13533,0.0,0.0,1.0,oh nasty smoking cigarettes nasty washing ears everyday stupid little bitch,0.7989929068509906,0.81720473437783,0.7154249527500245,0.0,0.2727272727272727,0.18181818181818182,11
12130,0.0,0.0,1.0,casually ask ff stood car r u fking @foofighters bitch,0.6112296023476045,0.6550919972001966,0.5576810757087373,0.0,0.0,0.0,10
12588,0.0,0.0,1.0,lol rt @mstamarshawnice chicks enon hoes reformed hoes,0.5756639035696948,0.5940697167611912,0.5195069374101634,0.125,0.0,0.0,8
13819,0.0,0.0,1.0,phone drier yo bitch scalp,0.5498050527173683,0.6356094865832493,0.46022483315024787,0.0,0.0,0.0,5
11237,0.0,0.0,1.0,bitches 3d effect tonite http://t.co/dpylqzg1,0.4414618084378612,0.40111556324635755,0.496705624894419,0.0,0.0,0.0,5
8094,0.0,0.0,1.0,bitches bitches,0.6243305471311755,0.6563626102153295,0.48404489063979467,0.0,0.5,0.5,2
24152,0.0,0.0,1.0,lil bitch s bond ai nt got tell 128175;&#128076,0.5729252105537163,0.6995274758370141,0.4064216952453855,0.0,0.0,0.0,9
8027,0.0,0.0,1.0,biggest booth seen lastnight bitch leopard print jumper look like weight leopard,0.7120050630856145,0.6911676806205117,0.7966803031224183,0.0,0.0,0.0,12
17044,0.0,0.0,1.0,"rt @rawstongeorge 8220;@distilled9water @wizzyjr https://t.co/otz0fgdvpr 128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#8221 bitch got ta die 10,000 deaths 128534;&#128557;&#8221 128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557 gtfoh",0.5352455588559362,0.6114888575799958,0.40103914862200485,0.0,0.06666666666666667,0.0,15
20312,0.0,0.0,1.0,rt @whatupwxll @vivalakash 128514;&#128514;&#128514 got dhem hoes,0.5141621002353195,0.6462169957919882,0.4602154398243119,0.0,0.0,0.0,7
12329,0.0,0.0,1.0,leap tall hoes single bound,0.46014560832476603,0.4181439461023205,0.5488296409711979,0.0,0.0,0.0,5
2100,0.0,0.0,1.0,love talk crazy 1041191;&#1041219 suck niggah dick lotta spit let drip yea catch http://t.co/i3wohnqo7s,0.7057122184883795,0.80571059411407,0.5576942506529168,0.07142857142857142,0.14285714285714285,0.07142857142857142,14
3207,0.0,0.0,1.0,@fuckthemallcops @theharris338 @mrmooncricket @bobbybotsods @jimtalbot1963 @uncleunco aids fuck smdh u punk bitch,0.5824895870171132,0.6688962004758862,0.3854565596279208,0.0,0.0,0.0,12
18351,0.0,0.0,1.0,rt @_tommycollins @wearerichnow @buffalobills yeah texans better fucking retard,0.806812340576449,0.8358588519302819,0.7122049383094469,0.0,0.0,0.0,9
12133,0.0,0.0,1.0,hold goin crib bitch,0.6136280065248098,0.7078099851328955,0.49814838576584425,0.0,0.0,0.0,4
23958,0.0,0.0,1.0,http://t.co/bpu86qzyft evilyn fierce naughty girl door pummels pussy purple&#160;toy http://t.co/etbmz8ezao,0.5861773994502165,0.6374146405069228,0.4746953357001495,0.0,0.2,0.1,10
19309,0.0,0.0,1.0,rt @jacksondundan look bitch tweet like bitch stfu 128514;&#128514,0.7531487365570964,0.8191243254558919,0.6433703217582348,0.0,0.0,0.0,9
9781,0.0,0.0,1.0,hello bitches @withaprettyface want lies self &#128524;&#128080,0.20502127140629217,0.2415260513881871,0.20713398863850518,0.0,0.14285714285714285,0.14285714285714285,7
6787,0.0,0.0,1.0,@ojvrdy bitch bloked lmao,0.5295846999993704,0.6559293398122393,0.2669415021807558,0.0,0.0,0.0,4
2576,0.0,0.0,1.0,@belbert11 @buhrowaustin looks like buying big bitch box busch na,0.6590079919036146,0.7309967257115093,0.6305225095507211,0.0,0.0,0.0,10
12944,0.0,0.0,1.0,moor friends black friends moor friends said nigger came nigeria lost stop tagging,0.7094813573839872,0.6227880535278104,0.7392486396279542,0.0,0.15384615384615385,0.07692307692307693,13
3435,0.0,0.0,1.0,@hunturpls @steezeyflow nice ears bitch look like god damn elephant,0.7685290888068723,0.8162576680135688,0.6850330623788962,0.0,0.1,0.1,10
5403,0.0,0.0,1.0,@_igother bitch nt talk like bro,0.6114586707586454,0.6854510851830138,0.4323490886809923,0.16666666666666666,0.0,0.0,6
10904,0.0,0.0,1.0,hate bitches dmv californiadmv miserable hoes,0.7786041437895096,0.7778666100248331,0.6101828359698093,0.0,0.3333333333333333,0.3333333333333333,6
11566,0.0,0.0,1.0,ai nt talkin talking cus know bitches nt stop talking trustissues,0.614445159572134,0.6793200114896537,0.43924485052316997,0.18181818181818182,0.0,0.0,11
5898,0.0,0.0,1.0,@eanahs girl wanting shit growing hoes bout 6months,0.7561309166132382,0.7465665225410176,0.717331377301917,0.125,0.0,0.0,8
9080,0.0,0.0,1.0,females damn near naked wondering niccas jus wanna fuk lol,0.7187966146668396,0.7380744517620291,0.6095913006329148,0.0,0.1,0.1,10
18501,0.0,0.0,1.0,rt @_twelvestarr niggas catching attitudes expect bitch beg plenty sorry figure problem,0.8034411620209968,0.8165034972584864,0.7623434628846407,0.08333333333333333,0.08333333333333333,0.0,12
5613,0.0,0.0,1.0,@bigshaadswerver yea tj hoe dunking tk hitting shots juelz handling bitch,0.7004628604878427,0.6975751205151461,0.6982167572522724,0.0,0.09090909090909091,0.09090909090909091,11
20410,0.0,0.0,1.0,rt @yooslim y'all virgo bitches got ta chill thinking y' beyonc&#232 128514;&#128514;&#128514,0.6179616332280731,0.6958089536353249,0.513525590471855,0.0,0.0,0.0,13
9569,1.0,0.0,0.0,grandma homemade potato soup old fashioned simple chunky potato soup like grandma wit http://t.co/zv8zsmhnlm,0.5701081673019218,0.5816640420069037,0.5923929723529462,0.0,0.0,0.0,14
22575,1.0,0.0,0.0,went open house today amp place trash ewww,0.5924075827239345,0.5483195032231106,0.7125236967420955,0.0,0.0,0.0,8
9002,1.0,0.0,0.0,everybody loves pot brownies bring crystal meth cupcakes party suddenly weirdo,0.7159494149207758,0.691047738982003,0.7688027543968933,0.09090909090909091,0.0,0.0,11
13067,1.0,0.0,0.0,mama brownies,0.45700863588012897,0.519319565762245,0.3516384551878256,0.0,0.0,0.0,2
12468,1.0,0.0,0.0,literally got thing chug huge glass water,0.6984828001415725,0.6838114278468347,0.7684912784513707,0.0,0.0,0.0,7
5907,1.0,0.0,0.0,@edouglas528 sorry bout yanks earl uya like ws,0.6190812994985412,0.6271342686888387,0.6004604211550736,0.0,0.0,0.0,8
23517,1.0,0.0,0.0,yup rt @durags4eva egg nog trash rap,0.3997101269475874,0.4171344557863353,0.3281884460061744,0.0,0.0,0.0,7
2385,1.0,0.0,0.0,@ajkfan big congrats expect blogging rube chat days sleep need,0.6350494883404366,0.6687231508379595,0.6989056071559405,0.1,0.0,0.0,10
13892,1.0,0.0,0.0,posted new song guala http://t.co/tbpouto6zr http://t.co/y1rpitkiaf,0.1547463175580152,0.11600010275423431,0.315261207397425,0.0,0.0,0.0,6
7571,1.0,0.0,0.0,want cheesy bread brownies,0.6130390305160469,0.637447427627629,0.6335841924916498,0.0,0.0,0.0,4
7777,1.0,0.0,0.0,major development jihadi circles al maqdisi hardcore jihadi theorist asks specifically relief amp aid workers&#8217 release,0.3502114834216034,0.2001754940531157,0.472801100864149,0.0,0.0,0.0,16
22067,1.0,0.0,0.0,sexy tweet rt @yankees lead yankees turn matt thornton finish red sox 9th,0.5101884929577372,0.4756357742846345,0.5995349187524678,0.07692307692307693,0.0,0.0,13
15330,1.0,0.0,0.0,rt @gawker conan o'brien mocks new duty game getting killed repeatedly http://t.co/gfcsarhtjt,0.5536841737953422,0.46258191641573765,0.6742609552020061,0.0,0.08333333333333333,0.0,12
20085,1.0,0.0,0.0,rt @syd_renae @2014alyssa pink fuzzy amp silky silver bathrobes wonderful thing 128129;&#128526;&#128525,0.5704309757538901,0.5847262443710838,0.665076424000718,0.08333333333333333,0.0,0.0,12
8202,1.0,0.0,0.0,browns redskins considered nfl teams,0.4118918671827447,0.2952578048536579,0.5271768148545782,0.0,0.0,0.0,5
19686,1.0,0.0,0.0,rt @minhazmerchant sonia criticises kejriwal kejriwal trashes leader criticises sonia touching,0.5167177020181164,0.3731240918904289,0.6064819012343764,0.0,0.0,0.0,11
19735,1.0,0.0,0.0,rt @nebuladallas live hope day hot rich boy fall love m trash,0.6272861016736921,0.657478374559756,0.6664686557714609,0.0,0.08333333333333333,0.08333333333333333,12
3944,1.0,0.0,0.0,"@liveitupjersey @ccass357 trash jersey odds wouldn't minutes 
 watching barney",0.7021375174016932,0.6760633601411181,0.7255645259208455,0.0,0.0,0.0,10
20308,1.0,0.0,0.0,rt @weakenednachos thought bed mock election 3rd grade voted perot maybe related rea&#8230,0.4862948886870483,0.3859923674956116,0.58611943234927,0.07692307692307693,0.07692307692307693,0.07692307692307693,13
6553,1.0,0.0,0.0,@lcl03 slopes bro hahaha,0.4898885338451785,0.5395965210211369,0.43044665394918713,0.0,0.0,0.0,4
6014,1.0,0.0,0.0,@gerfingerpoken2 job prez protect throw trash ebola er cost daniel money amp lives dog,0.6656822910927555,0.6574721927383214,0.6824872981853886,0.07142857142857142,0.0,0.0,14
16589,1.0,0.0,0.0,rt @nhldevils adam henrique cleans trash net tying game njdevils 11:06 left regulation,0.566818325019352,0.5008280694150402,0.6976397485103578,0.07692307692307693,0.07692307692307693,0.0,13
2276,1.0,0.0,0.0,species birds reported chesterfield great backyard bird count area http://t.co/dtllzlxmpf,0.5125745804186125,0.36066548136817334,0.6677997551417404,0.0,0.0,0.0,10
15315,1.0,0.0,0.0,"rt @gopblackchick racists @msnbc crew anchors right wing folks @mharrisperry mocks mixed gop kids 
 http://t.co&#8230",0.6842862084821096,0.5838390361055051,0.7296567392236731,0.06666666666666667,0.0,0.0,15
17075,1.0,0.0,0.0,rt @realistt shy girls undercover freaks &#128527,-0.007207859885147275,0.05462050061655204,-0.031196861124331784,0.0,0.0,0.0,7
18391,1.0,0.0,0.0,rt @___legacy need ice cream oreos,0.45839712236391844,0.4809644745792779,0.5493568503546912,0.0,0.0,0.0,6
20198,1.0,0.0,0.0,rt @tj_curtin birds eye view today harvest14 activities thanks @brentjff great camera work http://t.co/rgetr4tv4s,0.5800749448674565,0.5008239582632488,0.757516853636588,0.0,0.0,0.0,14
19578,1.0,0.0,0.0,rt @losthistories dc fri 1/3 bengali harlem amp lost histories south asian reading convo @busboysandpoets 14th st cc @smithsonianapa @d&#8230,0.40817212410056974,0.33910458842298535,0.5237353459637506,0.0,0.05,0.05,20
14058,1.0,0.0,0.0,rt @abcbirds1 neonics deadly birds like american kestrel bees ask @lowes shelves ecowed http://t&#8230,0.6790452023094611,0.61055972327544,0.7403914303725541,0.0,0.07142857142857142,0.07142857142857142,14
14403,1.0,0.0,0.0,rt @bitesblog pat martin gon na yankees thing james beard house tonight http://t.co/crwy99x7eq,0.6845609338072047,0.7443401922406024,0.6194927278087264,0.0,0.0,0.0,13
22212,1.0,0.0,0.0,today fun tuesday awesome iu v michiganst 1ubb hoosiers,0.24920508845755504,0.3114387072617346,0.3550071259877796,0.0,0.0,0.0,9
24464,1.0,0.0,0.0,stance socks trash,0.6014673581637664,0.5291795291754683,0.6018383401393237,0.0,0.3333333333333333,0.0,3
4922,1.0,0.0,0.0,@theironpony rebel ripping mattress tags slippery slope,0.5590485474802475,0.5196912020552457,0.6418553183757822,0.0,0.0,0.0,7
2189,1.0,0.0,0.0,.@dawnbazely thank dawn state bird graces avatar,0.5269440728970242,0.4290336011765928,0.6241418747578611,0.14285714285714285,0.0,0.0,7
13622,1.0,0.0,0.0,anniversary 9/11 isis amp al qaeda supporters claim ben laden jihadi authenticity pathetic,0.2921922708038982,0.16295355443951376,0.33794847734776196,0.0,0.07692307692307693,0.0,13
17361,1.0,0.0,0.0,rt @soccergrlprobs germany like goal header goal diving header let play monkey,0.5660716844892305,0.5143228644399622,0.6821928030129673,0.0,0.0,0.0,12
19570,1.0,0.0,0.0,rt @lnsanetweets girls wear beanies look cute amp stylish wear look like member drug cartel sel&#8230,0.6911094629449595,0.6691261353131438,0.7366326891880418,0.0625,0.0625,0.0,16
12661,1.0,0.0,0.0,looks like yankees competing boston east cellar year mlb,0.5732153775625756,0.48114702917224483,0.7044756470607701,0.0,0.0,0.0,9
16822,1.0,0.0,0.0,rt @oreo woah depth ollusion unreal ollusions http://t.co/fuivthvzyn,0.3295429157995276,0.3134239397263343,0.4163260895416708,0.0,0.0,0.0,8
21339,1.0,0.0,0.0,thanks @jomousley80 cracker tweets today pilchards krackerwheat repeating like typical night bbc,0.7217138171452353,0.6458046795409782,0.8341331364282696,0.0,0.0,0.0,12
11321,1.0,0.0,0.0,making pollo la brasso today,0.19547476177010342,0.1613913125376927,0.3089931430751478,0.0,0.0,0.0,5
13810,1.0,0.0,0.0,diehard yankee fan point watching debacle yankees tigers mlb lol,0.5787769022467105,0.5615439401442912,0.5954594133538066,0.0,0.0,0.0,10
12533,1.0,0.0,0.0,lmaoooo @king_komo bird hand worth bush http://t.co/50ye6jaadu,0.5712895404275425,0.5364057317095565,0.6721358229958011,0.14285714285714285,0.0,0.0,7
22601,1.0,0.0,0.0,happened teen titans day mock teen titans,0.5451473407767933,0.5047130329615018,0.5438861084978427,0.0,0.0,0.0,7
1986,1.0,0.0,0.0,9733;@&#9733;@&#9733;@&#9733;@&#9733 grand opening 9733;@&#9733;@&#9733;@&#9733;@&#9733 class oriental massage perfect http://t.co/fhgqf0rwbe,0.4452880569718664,0.3533081894762214,0.6336838463268197,0.0,0.0,0.0,9
21070,1.0,0.0,0.0,explain blake griffin talking trash opposing 3rd string unbecoming clippers,0.634800977341014,0.5213858925011469,0.7245765801367118,0.2,0.1,0.0,10
9512,1.0,0.0,0.0,goodbye x young dolph featuring trinidad james amp shy glizzy,0.2850100041580025,0.2632361475010226,0.3254435824680797,0.2,0.0,0.0,10
24123,1.0,0.0,0.0,found @iubloomington australian president hoosiers team hoosierstate indiana iu iubb big10 tonight,0.4616878401358877,0.3407096199373459,0.5949707993384813,0.0,0.0,0.0,12
21287,1.0,0.0,0.0,taria filterless sis.dari angelic sis.im big bro lol jigg lil bro&#128553,0.5724576854194793,0.6354228590518817,0.4706883859420816,0.09090909090909091,0.0,0.0,11
6388,1.0,0.0,0.0,@kenzieblake2015 pretty easy actually cashier right eating animal crackers lolol,0.7237974177344867,0.6555413259774627,0.8196143704731534,0.2,0.0,0.0,10
21522,1.0,0.0,0.0,bird word esurancesave30,0.4785788026636275,0.40950903417901396,0.5184162853708687,0.0,0.0,0.0,3
660,1.0,0.0,0.0,2013faves rt 8220;@grahamorama snoop justin having fun charlie wilson tribute betawards https://t.co/c6nhwublxn&#8221,0.6073025345735267,0.6037859122443429,0.6651646716262518,0.0,0.0,0.0,12
14939,1.0,0.0,0.0,rt @darthputinkgb today charlie wilson left office ranked alongside lech wa&#322;&#281;sa role defeating communism,0.41923166260112077,0.27420546783429484,0.555682319499033,0.0,0.14285714285714285,0.0,14
22453,1.0,0.0,0.0,wait @kidfivevibes brownies,0.4728248052109979,0.521234333651823,0.5114639709811001,0.0,0.3333333333333333,0.0,3
20513,1.0,0.0,0.0,remember fear guide cripple,0.5653796132772477,0.5170523150108702,0.5905652285186417,0.25,0.0,0.0,4
10118,1.0,0.0,0.0,find mock anymore scary mass ignorance terrifying rt @kateelliottsff yes alas agree,0.6924386879014867,0.634543830869744,0.6658314555072488,0.08333333333333333,0.0,0.0,12
18539,1.0,0.0,0.0,rt @alexlundry charlie baker,0.3819561280237951,0.4029937456494361,0.43917560942862355,0.0,0.0,0.0,4
14392,1.0,0.0,0.0,rt @bigxcool rt slope feel,0.5171692739763297,0.558575805764613,0.5508907289568038,0.0,0.0,0.0,5
24615,1.0,0.0,0.0,trust set alpha good maybe better setting visibility false fly silver bird,0.66559930161482,0.601273302761985,0.793023671689359,0.08333333333333333,0.0,0.0,12
23368,1.0,0.0,0.0,like honestly tasted like sole shoes rt @rllllytired @itsnotharold shame,0.7175596329147881,0.7190300856694012,0.7162085290110953,0.0,0.0,0.0,10
22254,1.0,0.0,0.0,trailor trash tina time,0.5912779834191263,0.5513683033966921,0.6871389198224496,0.0,0.0,0.0,4
18912,1.0,0.0,0.0,rt @downswinging brendon urie boys feel like trash,0.7658266251337561,0.7822840907698615,0.7023369066288842,0.0,0.0,0.0,8
